"","","","","","","","","Survey","Question 1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q9","Q10","Q11","Q12","Q13","Q14","Q14"
"10/04/2022 8:01PM","10/04/2022 8:01PM","10/04/2022 7:46PM - 10/04/2022 8:46PM",42.487,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,2,5,2,,,,,7,"BLANK MIND:  “I was not thinking about anything at all-- my mind was completely blank”",5,4,1,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/05/2022 09:27AM","10/05/2022 09:28AM","10/05/2022 09:20AM - 10/05/2022 10:20AM",29.117,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,2,6,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",5,6,4,3,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/05/2022 11:44AM","10/05/2022 11:45AM","10/05/2022 11:38AM - 10/05/2022 12:38PM",36.432,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,1,6,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,5,2,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/05/2022 1:09PM","10/05/2022 1:10PM","10/05/2022 1:09PM - 10/05/2022 2:09PM",56.944,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,2,6,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",2,6,5,2,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"10/05/2022 3:52PM","10/05/2022 3:53PM","10/05/2022 3:47PM - 10/05/2022 4:47PM",33.149,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,1,5,1,6,3,3,1,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/05/2022 6:37PM","10/05/2022 6:38PM","10/05/2022 5:57PM - 10/05/2022 6:57PM",33.526,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,1,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,5,1,1,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/05/2022 8:04PM","10/05/2022 8:05PM","10/05/2022 7:05PM - 10/05/2022 8:05PM",65.48,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,1,4,2,,,,,7,"BLANK MIND:  “I was not thinking about anything at all-- my mind was completely blank”",3,3,3,1,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/06/2022 09:56AM","10/06/2022 09:56AM","10/06/2022 09:56AM - 10/06/2022 10:56AM",39.549,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,2,3,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",1,3,3,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/06/2022 11:58AM","10/06/2022 11:58AM","10/06/2022 11:43AM - 10/06/2022 12:43PM",22.611,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,1,5,1,7,5,4,2,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/06/2022 5:36PM","10/06/2022 5:36PM","10/06/2022 5:36PM - 10/06/2022 6:36PM",23.637,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,1,4,1,5,3,4,1,,,,,,,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"10/06/2022 7:59PM","10/06/2022 7:59PM","10/06/2022 7:25PM - 10/06/2022 8:25PM",41.991,"Yes","63364478ee0a2b0b32415222","0.0","0.0","Participant 310",,1,4,1,3,3,2,1,,,,,,,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"09/30/2022 11:28AM","09/30/2022 11:30AM","09/30/2022 11:28AM - 09/30/2022 12:28PM",116.17,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,6,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",5,4,4,4,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"09/30/2022 1:31PM","09/30/2022 1:32PM","09/30/2022 1:31PM - 09/30/2022 2:31PM",52.156,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,5,1,4,5,4,3,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"09/30/2022 3:55PM","09/30/2022 3:55PM","09/30/2022 3:55PM - 09/30/2022 4:55PM",40.718,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,3,1,4,4,4,2,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"09/30/2022 5:25PM","09/30/2022 5:26PM","09/30/2022 5:09PM - 09/30/2022 6:09PM",33.706,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,2,1,4,4,3,1,,,,,,,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"09/30/2022 7:32PM","09/30/2022 7:33PM","09/30/2022 7:32PM - 09/30/2022 8:32PM",68.241,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,3,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",3,5,4,1,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/01/2022 09:54AM","10/01/2022 09:55AM","10/01/2022 09:51AM - 10/01/2022 10:51AM",65.418,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,1,2,,,,,7,"BLANK MIND:  “I was not thinking about anything at all-- my mind was completely blank”",2,4,2,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/01/2022 11:56AM","10/01/2022 11:56AM","10/01/2022 11:43AM - 10/01/2022 12:43PM",24.281,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,1,4,5,4,4,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/01/2022 1:39PM","10/01/2022 1:39PM","10/01/2022 1:36PM - 10/01/2022 2:36PM",49.264,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,1,4,5,4,4,,,,,,,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/01/2022 3:50PM","10/01/2022 3:51PM","10/01/2022 3:50PM - 10/01/2022 4:50PM",56.986,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,5,1,4,4,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/01/2022 5:27PM","10/01/2022 5:28PM","10/01/2022 5:27PM - 10/01/2022 6:27PM",74.733,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,2,2,,,,,7,"BLANK MIND:  “I was not thinking about anything at all-- my mind was completely blank”",4,4,4,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/01/2022 7:09PM","10/01/2022 7:10PM","10/01/2022 7:09PM - 10/01/2022 8:09PM",83.212,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,1,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,5,4,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/02/2022 09:24AM","10/02/2022 09:25AM","10/02/2022 09:19AM - 10/02/2022 10:19AM",33.839,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,1,4,7,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/02/2022 11:16AM","10/02/2022 11:17AM","10/02/2022 11:16AM - 10/02/2022 12:16PM",42.56,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/02/2022 1:15PM","10/02/2022 1:15PM","10/02/2022 1:09PM - 10/02/2022 2:09PM",41.665,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/02/2022 3:10PM","10/02/2022 3:10PM","10/02/2022 3:07PM - 10/02/2022 4:07PM",40.001,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/02/2022 6:04PM","10/02/2022 6:05PM","10/02/2022 5:58PM - 10/02/2022 6:58PM",26.735,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",4,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/02/2022 7:21PM","10/02/2022 7:21PM","10/02/2022 7:21PM - 10/02/2022 8:21PM",25.269,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,6,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,4,1,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/03/2022 09:33AM","10/03/2022 09:34AM","10/03/2022 09:33AM - 10/03/2022 10:33AM",40.248,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,5,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",4,4,4,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/03/2022 11:28AM","10/03/2022 11:29AM","10/03/2022 11:24AM - 10/03/2022 12:24PM",34.253,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,1,4,7,4,1,,,,,,,2,"Physical activity (e.g., exercising, sports, walking, bicycling, hiking) "
"10/03/2022 1:54PM","10/03/2022 1:58PM","10/03/2022 1:54PM - 10/03/2022 2:54PM",237.015,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,6,2,4,7,4,4,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,4,4,1,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/03/2022 3:05PM","10/03/2022 3:05PM","10/03/2022 3:04PM - 10/03/2022 4:04PM",24.611,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,4,4,1,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"10/03/2022 5:11PM","10/03/2022 5:11PM","10/03/2022 5:11PM - 10/03/2022 6:11PM",29.331,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,4,1,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/03/2022 7:52PM","10/03/2022 7:52PM","10/03/2022 7:52PM - 10/03/2022 8:52PM",21.347,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/04/2022 09:35AM","10/04/2022 09:36AM","10/04/2022 09:35AM - 10/04/2022 10:35AM",35.21,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,5,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,4,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/04/2022 11:41AM","10/04/2022 11:41AM","10/04/2022 11:36AM - 10/04/2022 12:36PM",26.16,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,4,4,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/04/2022 1:23PM","10/04/2022 1:24PM","10/04/2022 1:20PM - 10/04/2022 2:20PM",21.72,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,4,4,1,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/04/2022 3:42PM","10/04/2022 3:42PM","10/04/2022 3:42PM - 10/04/2022 4:42PM",17.324,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,4,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",4,4,4,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/04/2022 5:11PM","10/04/2022 5:11PM","10/04/2022 5:11PM - 10/04/2022 6:11PM",29.633,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,4,4,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/04/2022 7:48PM","10/04/2022 7:48PM","10/04/2022 7:48PM - 10/04/2022 8:48PM",26.019,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,5,2,,,,,1,"BODY: “I was experiencing body sensations, e.g. hunger” ",4,3,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/05/2022 09:55AM","10/05/2022 09:56AM","10/05/2022 09:54AM - 10/05/2022 10:54AM",31.227,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,1,1,4,3,4,4,,,,,,,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/05/2022 11:00AM","10/05/2022 11:00AM","10/05/2022 11:00AM - 10/05/2022 12:00PM",22.305,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,1,2,,,,,2,"EMOTION : “I was experiencing emotions, e.g. sadness""",4,2,3,1,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/05/2022 1:40PM","10/05/2022 1:40PM","10/05/2022 1:28PM - 10/05/2022 2:28PM",27.779,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,5,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,4,2,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/05/2022 3:34PM","10/05/2022 3:35PM","10/05/2022 3:34PM - 10/05/2022 4:34PM",24.256,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,1,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,4,1,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/05/2022 6:05PM","10/05/2022 6:05PM","10/05/2022 5:50PM - 10/05/2022 6:50PM",20.123,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,5,"VISUAL IMAGERY: “I was experiencing visual imagery, e.g. imagining my dog”",4,4,4,1,4,"Household activity (e.g., preparing meals, grocery shopping, household finances, cleaning or other chores)"
"10/05/2022 7:30PM","10/05/2022 7:31PM","10/05/2022 7:17PM - 10/05/2022 8:17PM",16.008,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,5,2,,,,,3,"ENVIRONMENT : “I was noticing the environment, e.g. looking at the trees”",4,3,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
"10/06/2022 09:37AM","10/06/2022 09:38AM","10/06/2022 09:36AM - 10/06/2022 10:36AM",31.286,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,4,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,4,4,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/06/2022 11:52AM","10/06/2022 11:53AM","10/06/2022 11:20AM - 10/06/2022 12:20PM",71.887,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,5,4,4,3,"Restful activity (e.g., eating, resting, taking a nap, doing nothing, reading for fun, watching TV or videos, browsing the internet or social media) "
"10/06/2022 1:55PM","10/06/2022 1:55PM","10/06/2022 1:50PM - 10/06/2022 2:50PM",19.569,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,1,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,3,4,4,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/06/2022 3:53PM","10/06/2022 3:53PM","10/06/2022 3:53PM - 10/06/2022 4:53PM",20.388,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,4,4,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/06/2022 5:38PM","10/06/2022 5:38PM","10/06/2022 5:38PM - 10/06/2022 6:38PM",30.119,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,4,1,5,"Cognitive activity (e.g., studying, homework, attending lecture, learning something new, puzzle solving)"
"10/06/2022 7:57PM","10/06/2022 7:57PM","10/06/2022 7:50PM - 10/06/2022 8:50PM",21.035,"Yes","633648acee0a2b0b32415b9b","0.0","0.0","Participant 311",,2,7,2,,,,,4,"MUSIC/SOUNDS : “I was listening to music/podcast, e.g. with my earphones in, or imagining music/sounds”",4,4,4,4,1,"Social activity (e.g., being with family, friends, or peers; phone calls or messages; attending a party or group outing)"
