StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,DON'T DISCUSS,pid,pid.check,personality_1,personality_2,personality_3,personality_4,personality_5,personality_6,personality_7,personality_8,personality_9,personality_10,personality_11,personality_12,personality_13,personality_14,personality_15,personality_16,personality_17,personality_18,personality_19,personality_20,personality_21,personality_22,personality_23,personality_24,personality_25,personality_26,personality_27,personality_28,personality_29,personality_30,personality_31,personality_32,personality_33,personality_34,personality_35,personality_36,personality_37,personality_38,personality_39,personality_40,personality_41,personality_42,personality_43,personality_44,personality_45,personality_46,personality_47,personality_48,personality_49,personality_50,personality_51,personality_52,personality_53,personality_54,personality_55,personality_56,personality_57,personality_58,personality_59,personality_60,personality_61,personality_62,ffmq_1,ffmq_2,ffmq_3,ffmq_4,ffmq_5,ffmq_6,ffmq_7,ffmq_8,ffmq_9,ffmq_10,ffmq_11,ffmq_12,ffmq_13,ffmq_14,ffmq_15,ffmq_16,age,gender,gender_6_TEXT,sex_at_birth,sexual_orientation_2,sexual_orientation_2_4_TEXT,ethnoracial,mixed_ethnoracial,ses_ladder,country_born,country_raised,country_reside,age_move_US,VAL1,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,id
2022-10-26 02:06:24,2022-10-26 02:06:51,0,75.80.58.160,13,26,0,2022-11-02 02:06:54,R_ZIw7CHcptWEjJi9,,,,,,,anonymous,EN,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,45581
2022-10-23 14:19:02,2022-10-26 10:36:55,0,128.54.5.76,26,245872,0,2022-11-02 10:37:17,R_1EbNbZUcDZO7ANN,,,,,,,anonymous,EN,1,4,A16457456,A16457456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,36550
2022-11-02 17:35:47,2022-11-02 17:55:40,0,104.185.188.80,100,1192,1,2022-11-02 17:55:41,R_2znLP7OeuVpXwD8,,,,,32.9511,-117.2241,anonymous,EN,1,4,A15819221,A15819221,0,5,3,5,3,3,3,3,3,2,5,1,3,0,3,1,5,1,2,3,3,3,1,2,1,5,3,0,1,1,3,1,1,2,3,3,2,3,5,0,3,1,0,1,2,3,0,5,1,5,0,3,3,1,3,3,1,5,1,2,3,3,2,4,5,4,2,2,2,3,3,3,3,2,3,4,2,1,9,2,,2,3,,1,,5,78,189,189,5,1,7,7,7,7,10,45,39,46,41,50,34225
2022-11-02 17:49:52,2022-11-02 18:01:54,0,172.58.23.225,100,722,1,2022-11-02 18:01:55,R_1l45TtuzsVYs02B,,,,,33.762,-117.9325,anonymous,EN,1,4,A17167921,A17167921,3,3,5,3,3,1,3,5,3,2,3,3,5,1,1,1,2,2,2,3,1,3,2,5,3,2,2,0,2,0,2,2,2,2,3,3,2,3,3,2,3,1,2,5,1,2,2,3,2,3,0,3,2,3,3,1,1,1,1,2,3,3,2,4,3,4,4,4,2,1,1,3,5,4,1,2,4,1,9,2,,2,1,,1,,7,37,37,189,19,1,13,11,11,11,12,46,45,42,36,33,43347
2022-11-02 21:29:43,2022-11-02 21:41:40,0,128.54.32.226,100,716,1,2022-11-02 21:41:40,R_3MnZheyRQBpdw8e,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16147335,A16147335,1,2,3,3,1,3,3,2,3,1,3,3,3,1,2,1,1,3,1,3,3,1,3,1,1,3,3,0,3,3,3,1,3,1,3,1,1,1,3,1,1,3,1,1,1,3,1,1,1,3,0,1,3,1,1,0,3,3,3,1,3,1,2,4,4,4,2,2,4,2,4,2,2,4,4,4,2,1,9,2,,2,3,,1,,6,37,37,189,20,1,8,6,6,6,10,35,27,31,45,46,31773
2022-11-02 22:17:30,2022-11-02 22:37:33,0,99.13.56.243,100,1202,1,2022-11-02 22:37:34,R_1I5WDnbFUDTJA5E,,,,,32.9164,-117.1393,anonymous,EN,1,4,A17224745,A17224745,0,2,5,3,2,3,3,3,2,0,5,3,3,1,3,1,2,2,2,3,3,2,2,2,0,3,3,0,3,2,5,1,0,3,3,3,1,2,5,3,1,5,1,1,1,3,1,2,1,5,0,1,3,1,3,1,5,5,2,3,3,3,4,2,5,3,2,3,4,3,4,2,3,2,3,3,2,1,9,1,,1,1,,1,,6,194,580,189,17,1,7,10,6,8,6,42,27,33,41,50,45938
2022-11-03 02:27:37,2022-11-03 02:51:42,0,76.176.207.10,100,1444,1,2022-11-03 02:51:43,R_2cC6SRcEDaU7eKf,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17653150,A17653150,0,3,5,3,3,3,3,5,0,2,5,2,5,2,5,0,3,0,1,2,5,1,0,1,2,5,5,0,0,3,3,0,5,1,3,5,3,3,5,3,1,3,1,5,0,5,0,3,0,5,0,2,1,2,5,1,2,5,3,3,0,5,5,3,4,5,2,3,3,4,3,3,3,3,5,4,2,1,11,5,,2,3,,2,,4,189,189,189,,1,5,11,7,6,9,58,35,40,49,54,45835
2022-10-27 12:59:13,2022-10-27 14:08:54,0,128.54.78.25,91,4180,0,2022-11-03 14:08:57,R_1rfCc2YHzqIOcQq,,,,,,,anonymous,EN,1,4,A13663098,A13663098,0,3,2,3,1,3,3,5,0,1,5,0,5,0,3,1,5,1,2,3,3,2,0,0,1,3,2,0,0,1,3,0,2,0,3,3,2,2,5,0,3,5,0,3,0,2,0,2,0,5,0,1,3,3,5,1,5,5,1,5,1,3,3,5,5,5,2,5,1,3,4,1,5,5,5,4,1,1,12,2,,2,2,,2,,7,189,189,189,,1,5,13,4,5,15,56,32,46,51,53,45901
2022-11-03 14:29:01,2022-11-03 14:39:29,0,128.54.31.253,100,627,1,2022-11-03 14:39:29,R_2qjxi1an1yTfMzL,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16240071,A16240071,1,2,2,3,2,3,3,3,1,3,3,2,3,1,1,1,3,1,1,3,3,2,2,2,3,3,2,0,2,1,1,1,1,2,2,3,1,2,2,2,2,2,1,2,1,3,1,2,1,3,0,3,2,3,3,2,1,1,2,2,2,3,2,3,3,3,4,4,3,2,3,3,3,3,3,2,2,1,8,2,,2,1,,2,,8,189,189,189,,1,10,9,9,10,9,41,44,39,41,42,37960
2022-11-03 21:00:30,2022-11-03 21:14:41,0,172.112.246.56,100,850,1,2022-11-03 21:14:41,R_2QhMcNSR3zZ1PTH,,,,,33.7215,-118.0509,anonymous,EN,1,4,A17171540,A17171540,0,2,5,5,2,2,5,5,0,2,2,3,0,2,2,3,5,0,1,5,1,1,5,2,5,0,1,0,3,5,1,2,2,5,2,5,1,3,5,0,5,0,0,0,3,1,0,2,0,3,5,5,0,3,5,0,1,3,2,5,1,5,3,5,1,1,3,5,1,1,1,3,4,5,1,2,1,1,12,2,,2,1,,3,,5,112,189,189,6,1,15,12,7,14,15,41,51,43,48,32,40682
2022-10-27 23:31:02,2022-10-27 23:31:45,0,128.54.191.90,9,43,0,2022-11-03 23:31:50,R_doMNBG9kqgwMNA5,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,40441
2022-11-03 23:54:47,2022-11-04 00:07:31,0,172.56.240.129,100,764,1,2022-11-04 00:07:32,R_3Hz5Xppmbdh1SvJ,,,,,39.8291,-86.0859,anonymous,EN,1,4,A15993260,A15993260,0,5,5,5,3,3,1,5,0,5,3,0,5,0,2,1,5,0,1,5,3,1,5,0,3,3,2,0,1,3,3,1,3,0,5,5,1,3,5,1,5,2,0,0,1,2,2,3,0,5,0,5,1,3,5,2,1,0,0,5,0,5,4,4,3,2,4,3,3,3,1,3,3,4,4,1,4,1,9,2,,2,1,,3,,5,189,189,189,,1,8,10,11,14,11,51,50,48,54,40,34681
2022-11-04 00:29:13,2022-11-04 00:42:31,0,70.95.193.175,100,797,1,2022-11-04 00:42:31,R_3OkMvFhKfC95fcY,,,,,32.9167,-117.0903,anonymous,EN,1,4,A17237924,A17237924,3,3,3,3,2,1,2,5,3,1,1,3,5,2,3,2,3,1,3,3,1,3,2,3,2,1,1,0,3,2,3,3,2,1,2,2,3,3,2,3,2,1,1,3,1,5,3,3,1,5,0,3,2,5,3,1,1,1,2,3,5,3,2,3,3,3,5,4,2,3,2,4,3,4,4,2,4,1,10,1,,1,1,,1,,8,37,37,189,17,1,8,9,13,11,11,46,35,44,35,28,44037
2022-11-04 13:04:37,2022-11-04 13:25:33,0,75.80.109.6,100,1256,1,2022-11-04 13:25:34,R_W2oXBCzEaND3N8l,,,,,32.8425,-117.2484,anonymous,EN,1,4,A17581498,A17581498,0,1,3,5,1,3,5,5,1,2,5,1,3,1,1,0,2,0,0,3,5,0,5,3,0,3,3,0,0,0,5,0,2,0,0,3,3,2,5,1,1,3,1,2,1,3,0,2,5,5,0,1,5,0,1,1,3,3,2,0,1,1,3,4,4,2,3,4,2,4,4,1,2,3,5,4,1,1,8,2,,2,1,,2,,6,189,189,189,,1,5,9,5,8,11,41,29,34,43,55,46001
2022-11-04 13:46:47,2022-11-04 13:58:56,0,69.196.44.65,100,728,1,2022-11-04 13:58:56,R_1pMS1d5gP4oQ4Ww,,,,,32.8919,-117.2035,anonymous,EN,1,4,A16284863,A16284863,1,2,3,3,2,1,1,5,1,3,3,1,3,1,1,1,3,1,1,3,3,3,0,2,3,3,2,0,1,3,1,0,2,1,3,3,1,1,3,1,3,1,3,3,0,3,1,3,0,3,0,3,2,3,3,1,1,1,1,3,2,3,2,3,3,2,4,5,2,3,4,3,5,3,3,4,3,1,8,2,,2,1,,1,,7,37,37,189,20,1,9,12,10,8,10,51,45,39,47,40,45935
2022-11-04 13:51:31,2022-11-04 14:14:26,0,104.32.41.17,100,1374,1,2022-11-04 14:14:27,R_2WTpqdyfRpeUfQr,,,,,33.889,-118.347,anonymous,EN,1,4,A17586312,A17586312,0,0,5,3,3,3,5,3,3,1,5,3,5,2,1,1,5,1,5,3,2,2,0,3,1,5,5,0,2,1,3,0,5,1,1,2,2,3,5,1,2,5,0,5,1,3,0,3,0,5,0,3,3,2,5,3,2,3,2,3,2,2,4,5,3,3,4,3,2,3,2,4,5,5,3,2,4,1,9,2,,2,3,,8,"2,4",3,189,189,189,,1,9,12,12,11,14,54,36,41,34,52,45325
2022-11-04 14:15:40,2022-11-04 14:38:33,0,47.149.82.99,100,1373,1,2022-11-04 14:38:34,R_ODOdaOme8LselIl,,,,,33.4948,-117.0954,anonymous,EN,1,4,A17204009,A17204009,2,3,3,3,1,3,3,3,1,2,5,2,2,3,3,1,3,1,2,3,3,2,0,3,3,3,1,0,2,3,3,0,1,2,3,5,1,3,3,0,3,3,1,5,1,0,3,5,2,3,0,3,2,2,5,3,2,2,1,3,2,3,2,4,4,3,3,5,2,3,2,2,4,3,3,2,1,1,9,2,,2,1,,8,"2,5",7,189,189,189,,1,8,11,6,11,11,47,42,44,41,43,41308
2022-11-04 17:19:56,2022-11-04 17:35:07,0,128.54.175.140,100,910,1,2022-11-04 17:35:08,R_OD7WfOkpadYCT73,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17529694,A17529694,1,2,1,3,3,1,3,3,0,2,3,2,2,0,1,1,5,3,1,3,3,2,2,1,3,2,5,0,1,3,1,0,1,3,5,5,0,2,2,0,5,1,0,3,1,0,2,3,1,5,0,5,1,2,5,2,1,2,2,3,0,5,3,3,2,2,5,2,3,2,3,4,2,3,2,3,4,1,6,2,,2,1,,3,,6,189,189,189,,1,12,7,13,10,9,40,52,39,53,37,45287
2022-11-02 21:27:54,2022-11-04 17:44:00,0,68.5.203.62,100,159366,1,2022-11-04 17:44:00,R_1rqbYe3hy1Wthec,,,,,33.6816,-117.8302,anonymous,EN,1,4,A17585962,A17585962,0,3,5,5,3,3,3,5,3,3,5,2,5,3,3,3,5,1,3,3,5,3,5,0,3,5,3,0,2,1,3,0,3,5,2,3,5,3,5,3,3,2,0,0,3,2,5,5,1,3,0,3,3,2,5,1,1,5,1,3,5,5,5,3,5,3,4,5,4,4,4,3,5,2,4,5,5,1,10,2,,2,1,,5,,2,189,189,189,,1,5,15,12,6,7,43,44,47,34,49,45950
2022-11-04 18:00:15,2022-11-04 18:18:49,0,99.46.93.198,100,1114,1,2022-11-04 18:18:51,R_5cAlv5wNF3n3Xk5,,,,,32.7405,-117.0935,anonymous,EN,1,4,A17564482,A17564482,0,3,0,5,2,1,3,5,2,3,3,2,5,1,1,0,5,1,1,2,3,3,1,0,3,3,2,0,3,1,3,0,0,1,5,5,5,2,3,2,3,3,1,1,0,1,0,2,0,5,0,5,1,1,3,3,3,0,1,3,3,5,2,4,2,2,3,4,2,4,2,3,3,1,3,4,1,1,11,6,non-binary fem,2,3,,4,,7,189,189,189,,1,9,9,7,10,9,44,45,40,45,46,45692
2022-11-04 18:02:05,2022-11-04 19:04:43,0,137.110.35.92,100,3757,1,2022-11-04 19:04:44,R_3D0b0ZXGZ1g5GkL,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16422688,A16422688,1,1,5,2,3,2,1,3,2,1,3,3,5,3,1,1,2,1,5,3,2,2,1,5,2,1,3,0,1,0,5,1,2,1,1,3,3,2,3,2,2,2,1,3,1,2,1,3,0,3,0,2,2,2,3,2,1,2,1,3,5,3,4,3,3,4,2,4,2,3,3,3,4,3,4,2,3,1,7,2,,2,1,,1,,7,37,37,189,18,1,8,12,8,9,10,51,39,35,28,41,36740
2022-11-04 19:15:04,2022-11-04 19:22:54,0,69.196.39.162,100,469,1,2022-11-04 19:22:54,R_2EnvbXuQG1ddsj6,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16896946,A16896946,0,5,5,5,5,5,5,5,0,5,5,5,5,0,2,2,2,0,3,2,1,0,3,2,5,2,3,1,3,2,1,0,1,2,2,1,0,5,2,2,3,3,2,0,1,5,2,1,1,2,2,1,1,2,3,1,1,2,3,3,5,5,2,3,3,2,2,3,4,4,4,2,2,3,3,2,3,4,7,2,,2,1,,1,,6,171,171,189,19,1,8,7,7,10,8,43,43,34,41,41,40440
2022-11-04 20:13:34,2022-11-04 20:28:04,0,66.75.57.99,100,869,1,2022-11-04 20:28:05,R_1gpU1959uQbmz3H,,,,,32.8425,-117.2484,anonymous,EN,1,4,A16593487,A16593487,1,5,2,3,3,2,3,3,0,1,3,1,3,0,1,3,5,0,1,3,3,3,3,5,3,0,0,0,1,2,1,3,2,1,5,3,1,5,3,0,3,1,1,2,0,3,3,3,1,3,0,1,3,3,3,2,0,1,1,1,1,3,4,2,3,2,2,5,4,3,1,4,3,2,1,1,3,1,8,2,,2,1,,1,,7,75,75,189,17,1,11,12,9,14,6,43,43,51,48,32,36878
2022-11-04 20:28:13,2022-11-04 20:40:43,0,128.54.175.68,100,750,1,2022-11-04 20:40:44,R_2X4IZthqljc01UN,,,,,32.8509,-117.2722,anonymous,EN,1,4,A17668240,A17668240,1,2,5,5,5,1,3,3,3,5,3,3,3,0,0,3,2,1,5,3,3,2,3,1,5,1,2,0,0,1,1,0,0,0,3,5,3,2,3,1,5,2,1,1,2,1,1,2,3,5,0,5,3,2,2,1,0,3,2,1,3,5,3,2,5,2,3,1,3,2,2,3,2,3,4,2,3,1,6,2,,2,3,,1,,6,194,580,189,14,1,7,6,9,12,8,42,57,35,41,42,46054
2022-10-28 20:26:49,2022-10-28 21:06:15,0,128.54.191.15,91,2366,0,2022-11-04 21:06:17,R_2ylmSLHfHRal7FK,,,,,,,anonymous,EN,1,4,A17288655,A17288655,3,2,3,5,1,0,3,5,0,3,1,2,5,0,1,2,5,0,0,5,1,2,1,0,2,1,1,0,1,5,1,2,3,3,5,5,0,2,5,0,5,0,0,3,0,0,0,5,0,5,0,3,0,5,5,0,0,5,1,5,0,5,4,5,1,1,4,2,1,1,1,5,5,5,1,1,5,1,6,2,,2,1,,2,,8,61,61,189,19,1,15,11,14,15,15,53,51,48,60,28,45947
2022-11-04 20:57:42,2022-11-04 21:28:13,0,68.7.148.201,100,1831,1,2022-11-04 21:28:14,R_2uWdTST2hnIJibd,,,,,32.6065,-117.058,anonymous,EN,1,4,A16433625,A16433625,0,2,3,3,2,2,5,5,0,3,3,3,3,1,2,1,5,0,2,3,1,1,0,3,3,1,3,0,1,3,1,0,1,0,3,5,1,3,5,0,5,3,0,5,0,3,0,5,0,5,0,3,0,3,5,1,1,5,3,3,0,5,4,2,3,5,3,4,4,2,3,3,5,4,2,3,3,1,8,2,,2,3,,1,,7,189,189,189,,1,11,13,9,7,8,56,47,41,50,42,38164
2022-11-04 22:01:42,2022-11-04 22:25:29,0,104.177.119.172,100,1427,1,2022-11-04 22:25:30,R_3hmYPaU3D5DybE5,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16670511,A16670511,0,5,3,3,3,3,5,5,3,1,3,2,5,3,3,1,5,0,2,5,3,5,1,2,1,5,1,0,1,0,5,0,3,3,1,5,5,5,3,3,5,1,0,3,1,3,1,5,1,3,0,3,3,2,5,1,3,3,0,5,0,5,4,4,3,3,2,3,3,4,1,3,4,4,3,2,2,1,8,2,,2,1,,1,,7,189,189,189,,1,8,11,7,12,11,51,39,54,36,50,44411
2022-11-04 21:55:08,2022-11-04 23:19:52,0,75.80.48.249,100,5084,1,2022-11-04 23:19:52,R_z39Xdnlcq4piFIR,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16308533,A16308533,3,2,2,3,3,1,3,3,1,3,1,1,3,0,2,1,3,1,1,3,1,2,3,0,2,0,1,0,2,3,1,3,1,2,3,3,1,3,3,0,2,1,1,1,2,1,0,2,0,3,0,3,0,2,3,0,1,1,2,2,0,3,2,2,3,1,3,3,4,3,1,1,4,2,3,3,4,1,8,2,,2,1,,8,"1,3",5,189,189,189,,1,9,9,8,13,6,41,45,41,52,27,42065
2022-11-04 23:06:27,2022-11-04 23:23:27,0,70.95.190.129,100,1019,1,2022-11-04 23:23:28,R_3jdLutnqgFG6isl,,,,,32.9661,-117.1202,anonymous,EN,1,4,A15772134,A15772134,1,0,5,5,5,1,3,2,3,5,5,5,1,1,0,0,1,3,1,5,3,0,0,3,5,3,1,0,5,0,0,1,1,2,5,5,3,3,5,1,3,5,5,5,5,3,3,5,3,3,0,5,1,1,1,0,0,0,1,0,3,5,1,1,2,1,5,2,4,5,4,4,2,1,5,2,2,1,9,2,,2,3,,2,,4,189,189,189,,1,6,5,11,11,4,36,56,31,39,42,39747
2022-11-04 23:42:01,2022-11-04 23:56:31,0,72.197.55.125,100,870,1,2022-11-04 23:56:32,R_1PepcGotxJhzZFN,,,,,33.1955,-117.2862,anonymous,EN,1,4,A17105038,A17105038,1,2,3,3,3,2,1,5,1,2,3,3,3,1,2,2,2,2,3,2,2,1,3,2,3,2,3,0,2,1,3,1,2,2,3,3,3,2,5,2,3,2,2,1,1,1,1,2,2,3,0,3,2,1,3,1,2,2,2,3,1,3,4,3,2,3,4,4,4,2,1,1,4,2,2,2,3,1,7,2,,2,1,,3,,3,189,189,189,,1,12,12,8,12,7,42,42,31,42,41,42688
2022-11-05 00:23:18,2022-11-05 00:33:02,0,98.51.134.250,100,583,1,2022-11-05 00:33:03,R_1hEdrNRHqZyljTo,,,,,37.7201,-121.919,anonymous,EN,1,4,A17208261,A17208261,3,3,3,3,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,3,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,4,2,4,3,4,3,2,3,2,2,2,3,3,2,3,3,11,2,,2,1,,1,,5,189,189,189,,1,8,9,9,11,9,36,38,39,36,39,42713
2022-11-05 01:40:31,2022-11-05 02:00:39,0,99.21.194.52,100,1207,1,2022-11-05 02:00:40,R_3NEf2LrykSwxCWK,,,,,32.7404,-117.1355,anonymous,EN,1,4,A17382145,A17382145,1,3,3,3,1,3,5,3,1,3,5,1,1,1,3,0,3,2,0,3,2,3,3,1,3,3,1,0,3,1,3,0,1,2,5,3,1,5,5,0,3,2,1,1,1,1,2,3,5,3,0,2,2,3,2,1,1,5,1,1,1,3,1,2,4,4,3,2,5,3,4,3,1,1,4,5,2,1,6,2,,2,1,,1,,6,194,189,189,2,1,7,4,8,5,4,33,41,48,49,46,46038
2022-10-29 02:20:06,2022-10-29 02:21:35,0,128.54.203.234,26,88,0,2022-11-05 02:21:39,R_2zCRphk3z34GLw0,,,,,,,anonymous,EN,1,4,A17364453,A17364453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,44821
2022-11-05 17:54:20,2022-11-05 18:31:27,0,108.253.176.229,100,2227,1,2022-11-05 18:31:28,R_1jJajRs6i8X80Db,,,,,32.8595,-117.2124,anonymous,EN,1,4,A16322636,A16322636,1,2,1,3,3,1,3,3,0,3,2,2,3,0,1,3,3,1,2,3,3,2,1,3,3,0,2,0,1,3,3,1,2,1,3,3,1,3,3,0,5,1,1,2,1,1,3,3,1,3,0,3,0,2,3,1,0,0,1,1,1,3,3,4,2,2,4,4,2,2,2,4,4,4,2,2,4,1,8,2,,2,1,,1,,6,37,37,189,20,1,12,11,12,12,12,43,48,42,48,28,36049
2022-11-05 21:24:10,2022-11-05 21:47:13,0,99.76.230.114,100,1382,1,2022-11-05 21:47:14,R_1NrnPBVxvheDySh,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17196509,A17196509,2,2,1,5,3,3,5,3,3,3,5,1,3,3,1,3,2,1,1,5,3,1,3,3,5,1,3,0,1,1,1,1,3,1,0,3,1,3,3,3,5,1,0,1,3,1,3,2,1,3,0,5,1,3,2,0,0,1,1,1,3,3,1,4,2,2,4,5,2,3,1,2,5,3,2,1,2,1,9,2,,2,3,,1,,6,37,37,37,15,1,11,11,8,14,11,39,53,43,33,34,41265
2022-11-05 22:24:48,2022-11-05 23:00:32,0,76.167.208.11,100,2144,1,2022-11-05 23:00:33,R_27JdDY9xeNCq5yo,,,,,32.8595,-117.2124,anonymous,EN,1,4,A14658975,A14658975,1,1,1,5,3,1,3,5,0,3,2,2,3,1,1,3,3,1,1,3,1,2,2,2,2,1,2,0,2,1,1,1,1,1,2,3,2,2,5,1,3,1,1,3,2,1,2,3,2,5,0,3,1,5,3,1,1,1,2,2,1,3,4,4,1,1,4,5,2,2,2,3,4,3,1,2,3,1,11,2,,2,2,,3,,7,189,189,189,,1,14,13,10,13,11,44,47,40,46,31,26031
2022-11-06 03:34:18,2022-11-06 03:45:34,0,72.220.143.44,100,675,1,2022-11-06 03:45:35,R_2BxP7KdDeILZrdW,,,,,32.7916,-116.971,anonymous,EN,1,4,A16210222,A16210222,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,2,,2,1,,5,,5,170,170,189,15,1,6,12,12,6,10,38,40,40,34,40,40207
2022-11-07 12:31:30,2022-11-07 12:48:21,0,128.54.223.181,100,1010,1,2022-11-07 12:48:22,R_11jU0OQluwmTzj2,,,,,32.7104,-117.0528,anonymous,EN,1,4,A16925468,A16925468,1,3,3,5,2,3,3,3,3,1,3,1,3,1,0,1,3,1,3,2,3,3,1,3,1,3,1,0,1,3,5,0,1,1,3,3,3,3,5,3,5,3,0,3,1,1,1,5,0,5,0,3,3,2,3,1,1,3,1,3,3,3,3,3,4,5,4,5,2,2,4,3,4,4,2,3,3,1,7,1,,1,1,,2,,8,189,189,189,,1,10,12,10,6,11,50,41,47,40,49,43448
2022-11-07 16:29:44,2022-11-07 16:46:55,0,169.234.12.198,100,1031,1,2022-11-07 16:46:56,R_4MJY5aNHeJnspd7,,,,,33.6454,-117.8419,anonymous,EN,1,4,A17160239,A17160239,0,2,3,3,3,3,5,3,3,3,3,5,5,1,1,2,2,1,2,2,3,2,0,1,3,3,2,0,3,1,2,0,2,0,2,3,1,2,2,1,1,3,2,3,0,3,1,2,1,3,0,3,2,3,3,1,1,3,2,2,1,3,2,4,3,2,5,4,3,4,2,3,3,3,3,3,4,1,9,2,,2,1,,1,,7,189,189,189,,1,8,9,12,11,10,47,42,37,43,46,45387
2022-10-30 16:10:07,2022-10-31 23:26:31,0,76.33.214.133,91,112584,0,2022-11-07 22:26:41,R_3pcpEiFbbDyB6y3,,,,,,,anonymous,EN,1,4,A16364378,A16364378,1,5,5,3,1,1,3,3,1,1,5,1,3,2,3,2,5,1,1,3,2,3,0,1,1,1,1,0,1,3,5,1,3,1,3,3,1,5,3,0,3,1,0,5,0,3,1,5,0,5,0,3,1,2,3,1,3,3,3,3,0,2,4,3,3,2,4,2,3,3,2,3,2,4,3,2,3,1,9,2,,2,1,,8,"2,5",8,181,181,189,20,1,9,8,10,12,10,52,32,50,51,37,36604
2022-11-08 00:09:57,2022-11-08 00:28:52,0,76.88.52.19,100,1135,1,2022-11-08 00:28:54,R_1i39XDzRGSUCUsc,,,,,32.8425,-117.2484,anonymous,EN,1,4,A15589032,A15589032,0,1,5,5,2,3,3,3,0,0,5,1,5,1,2,0,5,1,2,2,3,3,1,1,3,3,2,0,0,3,5,0,0,0,3,3,2,2,3,2,2,3,1,5,0,3,0,3,0,5,0,2,3,1,5,0,2,3,3,3,0,3,4,5,3,3,3,3,1,3,3,3,4,3,3,4,3,1,10,2,,2,3,,3,,3,189,189,189,,1,9,11,9,8,13,55,34,38,52,52,31295
2022-11-08 11:03:22,2022-11-08 11:19:40,0,69.196.41.62,100,978,1,2022-11-08 11:19:42,R_qVl1lPZpVyrwv7z,,,,,32.8595,-117.2124,anonymous,EN,1,4,A17590647,A17590647,1,3,5,3,3,3,3,3,2,3,5,2,3,2,1,1,3,2,3,3,3,2,2,2,3,3,2,0,1,1,3,0,5,0,2,3,3,5,5,2,2,3,1,5,2,2,1,2,1,3,0,3,3,2,3,2,1,3,2,3,3,3,2,3,4,5,3,4,4,4,5,2,3,2,4,5,2,1,9,2,,2,3,,2,,8,189,189,189,,1,6,9,7,3,7,50,44,44,35,50,45394
2022-11-08 12:22:02,2022-11-08 12:36:45,0,108.75.135.110,100,883,1,2022-11-08 12:36:46,R_2DZvi8PvNjqNPxz,,,,,32.9511,-117.2241,anonymous,EN,1,4,"A16486570  ","A16486570  ",1,3,2,3,3,3,3,3,2,2,3,3,3,1,1,1,2,1,1,3,3,2,1,1,2,3,3,0,2,3,3,1,1,3,2,2,2,2,3,1,3,5,3,3,1,3,2,3,1,3,0,3,3,2,2,1,3,3,3,2,2,2,4,3,1,2,3,2,3,2,2,3,4,3,2,2,2,1,8,2,,2,1,,3,,5,189,189,189,,1,13,10,8,12,9,42,38,34,45,47,37550
